uuid,paper_id,title,paper_link,doi,download_link,code,reason
2c3fcc7e-78cb-45e7-a3f3-2a3004154f7f,8dce0155d6213df30a19b09111d9038a60845543,Building enriched document representations using aggregated anchor text,https://www.semanticscholar.org/paper/8dce0155d6213df30a19b09111d9038a60845543,https://doi.org/10.1145/1571941.1571981,http://ciir.cs.umass.edu/~metzler/fp094-metzler.pdf;http://don-metzler.net/papers/fp094-metzler.pdf,404.0,Not Found
2c3fcc7e-78cb-45e7-a3f3-2a3004154f7f,8dce0155d6213df30a19b09111d9038a60845543,Building enriched document representations using aggregated anchor text,https://www.semanticscholar.org/paper/8dce0155d6213df30a19b09111d9038a60845543,https://doi.org/10.1145/1571941.1571981,http://ciir.cs.umass.edu/~metzler/fp094-metzler.pdf;http://don-metzler.net/papers/fp094-metzler.pdf,,Not Found
14319e81-b896-49d3-bc2b-ed6113412ad7,b62222ceaf242b0560a3dd1e5631bdb326c9b346,A Comparative Study on Key Phrase Extraction Methods in Automatic Web Site Summarization,https://www.semanticscholar.org/paper/b62222ceaf242b0560a3dd1e5631bdb326c9b346,,http://web.cs.dal.ca/~yongzhen/publication/paper/JDIM2007.pdf,,Not Found
67107590-9405-4733-bb4f-9a0e4cb74710,2e77aff5b567d6508830cd4751053bd1ca2b876b,Parallel crawlers,https://www.semanticscholar.org/paper/2e77aff5b567d6508830cd4751053bd1ca2b876b,https://doi.org/10.1145/511446.511464,http://oak.cs.ucla.edu/~cho/papers/cho-parallel.pdf;http://www2002.org/presentations/cho.pdf,,Not Found
67107590-9405-4733-bb4f-9a0e4cb74710,2e77aff5b567d6508830cd4751053bd1ca2b876b,Parallel crawlers,https://www.semanticscholar.org/paper/2e77aff5b567d6508830cd4751053bd1ca2b876b,https://doi.org/10.1145/511446.511464,http://oak.cs.ucla.edu/~cho/papers/cho-parallel.pdf;http://www2002.org/presentations/cho.pdf,,Not Found
d3c99f14-05df-4bff-b9b3-3a06f62352aa,f777c612b9ea1ab522f9f75c211549c547464caa,Evaluating topic-driven web crawlers,https://www.semanticscholar.org/paper/f777c612b9ea1ab522f9f75c211549c547464caa,https://doi.org/10.1145/383952.383995,http://dollar.biz.uiowa.edu/~gpant/Papers/sigir-01.pdf;http://www.n3labs.com/pdf/focusreview.pdf,404,Not Found
d3c99f14-05df-4bff-b9b3-3a06f62352aa,f777c612b9ea1ab522f9f75c211549c547464caa,Evaluating topic-driven web crawlers,https://www.semanticscholar.org/paper/f777c612b9ea1ab522f9f75c211549c547464caa,https://doi.org/10.1145/383952.383995,http://dollar.biz.uiowa.edu/~gpant/Papers/sigir-01.pdf;http://www.n3labs.com/pdf/focusreview.pdf,404,Not Found
39dd0c3f-d39e-4d66-8e52-89838c6c9cbb,08b75d31a90f206b36e806a7ec372f6f0d12457e,Keyphrase Extraction from Single Documents in the Open Domain Exploiting Linguistic and Statistical Methods,https://www.semanticscholar.org/paper/08b75d31a90f206b36e806a7ec372f6f0d12457e,,http://smile.deri.ie/sites/default/files/schutz-mappsc-2008-keyphrase-extraction_revised-2x1.pdf,,Not Found
2acb0e5b-d1c6-415b-a299-e81c317f06e1,32448280ef3d03af2fb639bbe1b3709c4bb6c78a,Phrasier: a system for interactive document retrieval using keyphrases,https://www.semanticscholar.org/paper/32448280ef3d03af2fb639bbe1b3709c4bb6c78a,https://doi.org/10.1145/312624.312671,http://www.cs.waikato.ac.nz/~stevej/Research/PAPERS/sigir99.pdf,404,Not Found
c5c085c3-95a4-4b7d-a3b6-8335f8f58265,32bbef1c8bb76636839f27c016080744f5749317,KP-Miner: A keyphrase extraction system for English and Arabic documents,https://www.semanticscholar.org/paper/32bbef1c8bb76636839f27c016080744f5749317,https://doi.org/10.1016/J.IS.2008.05.002,http://www.claes.sci.eg/coe_wm/kpminer.pdf,404,Not Found
b3623173-608a-4bcb-bf4d-146e165e5378,32448280ef3d03af2fb639bbe1b3709c4bb6c78a,Phrasier: a system for interactive document retrieval using keyphrases,https://www.semanticscholar.org/paper/32448280ef3d03af2fb639bbe1b3709c4bb6c78a,https://doi.org/10.1145/312624.312671,http://www.cs.waikato.ac.nz/~stevej/Research/PAPERS/sigir99.pdf,404,Not Found
4da29f6e-a531-4432-8eee-cc84a76cf625,b62222ceaf242b0560a3dd1e5631bdb326c9b346,A Comparative Study on Key Phrase Extraction Methods in Automatic Web Site Summarization,https://www.semanticscholar.org/paper/b62222ceaf242b0560a3dd1e5631bdb326c9b346,,http://web.cs.dal.ca/~yongzhen/publication/paper/JDIM2007.pdf,,Not Found
39d65d57-5ab0-4401-ae6d-ec780a2134c3,32448280ef3d03af2fb639bbe1b3709c4bb6c78a,Phrasier: a system for interactive document retrieval using keyphrases,https://www.semanticscholar.org/paper/32448280ef3d03af2fb639bbe1b3709c4bb6c78a,https://doi.org/10.1145/312624.312671,http://www.cs.waikato.ac.nz/~stevej/Research/PAPERS/sigir99.pdf,404,Not Found
2c3fcc7e-78cb-45e7-a3f3-2a3004154f7f,8dce0155d6213df30a19b09111d9038a60845543,Building enriched document representations using aggregated anchor text,https://www.semanticscholar.org/paper/8dce0155d6213df30a19b09111d9038a60845543,https://doi.org/10.1145/1571941.1571981,http://ciir.cs.umass.edu/~metzler/fp094-metzler.pdf;http://don-metzler.net/papers/fp094-metzler.pdf,404.0,Not Found
2c3fcc7e-78cb-45e7-a3f3-2a3004154f7f,8dce0155d6213df30a19b09111d9038a60845543,Building enriched document representations using aggregated anchor text,https://www.semanticscholar.org/paper/8dce0155d6213df30a19b09111d9038a60845543,https://doi.org/10.1145/1571941.1571981,http://ciir.cs.umass.edu/~metzler/fp094-metzler.pdf;http://don-metzler.net/papers/fp094-metzler.pdf,,Not Found
14319e81-b896-49d3-bc2b-ed6113412ad7,b62222ceaf242b0560a3dd1e5631bdb326c9b346,A Comparative Study on Key Phrase Extraction Methods in Automatic Web Site Summarization,https://www.semanticscholar.org/paper/b62222ceaf242b0560a3dd1e5631bdb326c9b346,,http://web.cs.dal.ca/~yongzhen/publication/paper/JDIM2007.pdf,,Not Found
67107590-9405-4733-bb4f-9a0e4cb74710,2e77aff5b567d6508830cd4751053bd1ca2b876b,Parallel crawlers,https://www.semanticscholar.org/paper/2e77aff5b567d6508830cd4751053bd1ca2b876b,https://doi.org/10.1145/511446.511464,http://oak.cs.ucla.edu/~cho/papers/cho-parallel.pdf;http://www2002.org/presentations/cho.pdf,,Not Found
67107590-9405-4733-bb4f-9a0e4cb74710,2e77aff5b567d6508830cd4751053bd1ca2b876b,Parallel crawlers,https://www.semanticscholar.org/paper/2e77aff5b567d6508830cd4751053bd1ca2b876b,https://doi.org/10.1145/511446.511464,http://oak.cs.ucla.edu/~cho/papers/cho-parallel.pdf;http://www2002.org/presentations/cho.pdf,,Not Found
d3c99f14-05df-4bff-b9b3-3a06f62352aa,f777c612b9ea1ab522f9f75c211549c547464caa,Evaluating topic-driven web crawlers,https://www.semanticscholar.org/paper/f777c612b9ea1ab522f9f75c211549c547464caa,https://doi.org/10.1145/383952.383995,http://dollar.biz.uiowa.edu/~gpant/Papers/sigir-01.pdf;http://www.n3labs.com/pdf/focusreview.pdf,404,Not Found
d3c99f14-05df-4bff-b9b3-3a06f62352aa,f777c612b9ea1ab522f9f75c211549c547464caa,Evaluating topic-driven web crawlers,https://www.semanticscholar.org/paper/f777c612b9ea1ab522f9f75c211549c547464caa,https://doi.org/10.1145/383952.383995,http://dollar.biz.uiowa.edu/~gpant/Papers/sigir-01.pdf;http://www.n3labs.com/pdf/focusreview.pdf,404,Not Found
39dd0c3f-d39e-4d66-8e52-89838c6c9cbb,08b75d31a90f206b36e806a7ec372f6f0d12457e,Keyphrase Extraction from Single Documents in the Open Domain Exploiting Linguistic and Statistical Methods,https://www.semanticscholar.org/paper/08b75d31a90f206b36e806a7ec372f6f0d12457e,,http://smile.deri.ie/sites/default/files/schutz-mappsc-2008-keyphrase-extraction_revised-2x1.pdf,,Not Found
2acb0e5b-d1c6-415b-a299-e81c317f06e1,32448280ef3d03af2fb639bbe1b3709c4bb6c78a,Phrasier: a system for interactive document retrieval using keyphrases,https://www.semanticscholar.org/paper/32448280ef3d03af2fb639bbe1b3709c4bb6c78a,https://doi.org/10.1145/312624.312671,http://www.cs.waikato.ac.nz/~stevej/Research/PAPERS/sigir99.pdf,404,Not Found
c5c085c3-95a4-4b7d-a3b6-8335f8f58265,32bbef1c8bb76636839f27c016080744f5749317,KP-Miner: A keyphrase extraction system for English and Arabic documents,https://www.semanticscholar.org/paper/32bbef1c8bb76636839f27c016080744f5749317,https://doi.org/10.1016/J.IS.2008.05.002,http://www.claes.sci.eg/coe_wm/kpminer.pdf,404,Not Found
842dd011-2105-4ff4-860a-61d28879fadc,465a755ef79ff8d74f7a355012269fa5fcbba477,The Budgeted Maximum Coverage Problem,https://www.semanticscholar.org/paper/465a755ef79ff8d74f7a355012269fa5fcbba477,https://doi.org/10.1016/S0020-0190%2899%2900031-9,http://www.cs.technion.ac.il/~amzallag/awc/KMN99.pdf,404,Not Found
dac00d08-9327-4fd4-8f13-63b29bf684e3,8937f6ecd5e19b85c2875bad3e10e320fd15623b,LexRank: Graph-based Centrality as Salience in Text Summarization,https://www.semanticscholar.org/paper/8937f6ecd5e19b85c2875bad3e10e320fd15623b,,http://clair.si.umich.edu/~radev/papers/lprj.pdf;http://tangra.si.umich.edu/~radev/lexrank/lexrank.pdf,,0
dac00d08-9327-4fd4-8f13-63b29bf684e3,8937f6ecd5e19b85c2875bad3e10e320fd15623b,LexRank: Graph-based Centrality as Salience in Text Summarization,https://www.semanticscholar.org/paper/8937f6ecd5e19b85c2875bad3e10e320fd15623b,,http://clair.si.umich.edu/~radev/papers/lprj.pdf;http://tangra.si.umich.edu/~radev/lexrank/lexrank.pdf,,0
b3623173-608a-4bcb-bf4d-146e165e5378,32448280ef3d03af2fb639bbe1b3709c4bb6c78a,Phrasier: a system for interactive document retrieval using keyphrases,https://www.semanticscholar.org/paper/32448280ef3d03af2fb639bbe1b3709c4bb6c78a,https://doi.org/10.1145/312624.312671,http://www.cs.waikato.ac.nz/~stevej/Research/PAPERS/sigir99.pdf,404,Not Found
4da29f6e-a531-4432-8eee-cc84a76cf625,b62222ceaf242b0560a3dd1e5631bdb326c9b346,A Comparative Study on Key Phrase Extraction Methods in Automatic Web Site Summarization,https://www.semanticscholar.org/paper/b62222ceaf242b0560a3dd1e5631bdb326c9b346,,http://web.cs.dal.ca/~yongzhen/publication/paper/JDIM2007.pdf,,Not Found
39d65d57-5ab0-4401-ae6d-ec780a2134c3,32448280ef3d03af2fb639bbe1b3709c4bb6c78a,Phrasier: a system for interactive document retrieval using keyphrases,https://www.semanticscholar.org/paper/32448280ef3d03af2fb639bbe1b3709c4bb6c78a,https://doi.org/10.1145/312624.312671,http://www.cs.waikato.ac.nz/~stevej/Research/PAPERS/sigir99.pdf,404,Not Found
2c3fcc7e-78cb-45e7-a3f3-2a3004154f7f,8dce0155d6213df30a19b09111d9038a60845543,Building enriched document representations using aggregated anchor text,https://www.semanticscholar.org/paper/8dce0155d6213df30a19b09111d9038a60845543,https://doi.org/10.1145/1571941.1571981,http://ciir.cs.umass.edu/~metzler/fp094-metzler.pdf;http://don-metzler.net/papers/fp094-metzler.pdf,404.0,Not Found
2c3fcc7e-78cb-45e7-a3f3-2a3004154f7f,8dce0155d6213df30a19b09111d9038a60845543,Building enriched document representations using aggregated anchor text,https://www.semanticscholar.org/paper/8dce0155d6213df30a19b09111d9038a60845543,https://doi.org/10.1145/1571941.1571981,http://ciir.cs.umass.edu/~metzler/fp094-metzler.pdf;http://don-metzler.net/papers/fp094-metzler.pdf,,Not Found
14319e81-b896-49d3-bc2b-ed6113412ad7,b62222ceaf242b0560a3dd1e5631bdb326c9b346,A Comparative Study on Key Phrase Extraction Methods in Automatic Web Site Summarization,https://www.semanticscholar.org/paper/b62222ceaf242b0560a3dd1e5631bdb326c9b346,,http://web.cs.dal.ca/~yongzhen/publication/paper/JDIM2007.pdf,,Not Found
67107590-9405-4733-bb4f-9a0e4cb74710,2e77aff5b567d6508830cd4751053bd1ca2b876b,Parallel crawlers,https://www.semanticscholar.org/paper/2e77aff5b567d6508830cd4751053bd1ca2b876b,https://doi.org/10.1145/511446.511464,http://oak.cs.ucla.edu/~cho/papers/cho-parallel.pdf;http://www2002.org/presentations/cho.pdf,,Not Found
67107590-9405-4733-bb4f-9a0e4cb74710,2e77aff5b567d6508830cd4751053bd1ca2b876b,Parallel crawlers,https://www.semanticscholar.org/paper/2e77aff5b567d6508830cd4751053bd1ca2b876b,https://doi.org/10.1145/511446.511464,http://oak.cs.ucla.edu/~cho/papers/cho-parallel.pdf;http://www2002.org/presentations/cho.pdf,,Not Found
d3c99f14-05df-4bff-b9b3-3a06f62352aa,f777c612b9ea1ab522f9f75c211549c547464caa,Evaluating topic-driven web crawlers,https://www.semanticscholar.org/paper/f777c612b9ea1ab522f9f75c211549c547464caa,https://doi.org/10.1145/383952.383995,http://dollar.biz.uiowa.edu/~gpant/Papers/sigir-01.pdf;http://www.n3labs.com/pdf/focusreview.pdf,404,Not Found
d3c99f14-05df-4bff-b9b3-3a06f62352aa,f777c612b9ea1ab522f9f75c211549c547464caa,Evaluating topic-driven web crawlers,https://www.semanticscholar.org/paper/f777c612b9ea1ab522f9f75c211549c547464caa,https://doi.org/10.1145/383952.383995,http://dollar.biz.uiowa.edu/~gpant/Papers/sigir-01.pdf;http://www.n3labs.com/pdf/focusreview.pdf,404,Not Found
39dd0c3f-d39e-4d66-8e52-89838c6c9cbb,08b75d31a90f206b36e806a7ec372f6f0d12457e,Keyphrase Extraction from Single Documents in the Open Domain Exploiting Linguistic and Statistical Methods,https://www.semanticscholar.org/paper/08b75d31a90f206b36e806a7ec372f6f0d12457e,,http://smile.deri.ie/sites/default/files/schutz-mappsc-2008-keyphrase-extraction_revised-2x1.pdf,,Not Found
2acb0e5b-d1c6-415b-a299-e81c317f06e1,32448280ef3d03af2fb639bbe1b3709c4bb6c78a,Phrasier: a system for interactive document retrieval using keyphrases,https://www.semanticscholar.org/paper/32448280ef3d03af2fb639bbe1b3709c4bb6c78a,https://doi.org/10.1145/312624.312671,http://www.cs.waikato.ac.nz/~stevej/Research/PAPERS/sigir99.pdf,404,Not Found
c5c085c3-95a4-4b7d-a3b6-8335f8f58265,32bbef1c8bb76636839f27c016080744f5749317,KP-Miner: A keyphrase extraction system for English and Arabic documents,https://www.semanticscholar.org/paper/32bbef1c8bb76636839f27c016080744f5749317,https://doi.org/10.1016/J.IS.2008.05.002,http://www.claes.sci.eg/coe_wm/kpminer.pdf,404,Not Found
842dd011-2105-4ff4-860a-61d28879fadc,465a755ef79ff8d74f7a355012269fa5fcbba477,The Budgeted Maximum Coverage Problem,https://www.semanticscholar.org/paper/465a755ef79ff8d74f7a355012269fa5fcbba477,https://doi.org/10.1016/S0020-0190%2899%2900031-9,http://www.cs.technion.ac.il/~amzallag/awc/KMN99.pdf,404,Not Found
dac00d08-9327-4fd4-8f13-63b29bf684e3,8937f6ecd5e19b85c2875bad3e10e320fd15623b,LexRank: Graph-based Centrality as Salience in Text Summarization,https://www.semanticscholar.org/paper/8937f6ecd5e19b85c2875bad3e10e320fd15623b,,http://clair.si.umich.edu/~radev/papers/lprj.pdf;http://tangra.si.umich.edu/~radev/lexrank/lexrank.pdf,,Not Found
dac00d08-9327-4fd4-8f13-63b29bf684e3,8937f6ecd5e19b85c2875bad3e10e320fd15623b,LexRank: Graph-based Centrality as Salience in Text Summarization,https://www.semanticscholar.org/paper/8937f6ecd5e19b85c2875bad3e10e320fd15623b,,http://clair.si.umich.edu/~radev/papers/lprj.pdf;http://tangra.si.umich.edu/~radev/lexrank/lexrank.pdf,,Not Found
37209507-6c22-465e-bd83-17d83a9626d1,23996d66d95bbd5dd85cf7c53ecae976c924008d,Intrinsic Evaluation of Generic News Text Summarization Systems,https://www.semanticscholar.org/paper/23996d66d95bbd5dd85cf7c53ecae976c924008d,,http://duc.nist.gov/pubs/2004slides/duc2004.intro.pdf;http://www-nlpir.nist.gov/projects/duc/pubs/2004slides/duc2004.intro.pdf,,0
37209507-6c22-465e-bd83-17d83a9626d1,23996d66d95bbd5dd85cf7c53ecae976c924008d,Intrinsic Evaluation of Generic News Text Summarization Systems,https://www.semanticscholar.org/paper/23996d66d95bbd5dd85cf7c53ecae976c924008d,,http://duc.nist.gov/pubs/2004slides/duc2004.intro.pdf;http://www-nlpir.nist.gov/projects/duc/pubs/2004slides/duc2004.intro.pdf,,0
016fbe4a-9422-447e-b02f-d2e9a3d21ace,2cfcae505ea3a95388ca0c535a30ce7b0b6c03fd,KPSpotter: a flexible information gain-based keyphrase extraction system,https://www.semanticscholar.org/paper/2cfcae505ea3a95388ca0c535a30ce7b0b6c03fd,https://doi.org/10.1145/956699.956710,http://www.cis.drexel.edu/faculty/song/publications/p_WIDM03-KpSpotter.pdf,404,Not Found
c39673c9-5a74-44a8-86e4-1a5a6358cd24,32bbef1c8bb76636839f27c016080744f5749317,KP-Miner: A keyphrase extraction system for English and Arabic documents,https://www.semanticscholar.org/paper/32bbef1c8bb76636839f27c016080744f5749317,https://doi.org/10.1016/J.IS.2008.05.002,http://www.claes.sci.eg/coe_wm/kpminer.pdf,404,Not Found
b3623173-608a-4bcb-bf4d-146e165e5378,32448280ef3d03af2fb639bbe1b3709c4bb6c78a,Phrasier: a system for interactive document retrieval using keyphrases,https://www.semanticscholar.org/paper/32448280ef3d03af2fb639bbe1b3709c4bb6c78a,https://doi.org/10.1145/312624.312671,http://www.cs.waikato.ac.nz/~stevej/Research/PAPERS/sigir99.pdf,404,Not Found
4da29f6e-a531-4432-8eee-cc84a76cf625,b62222ceaf242b0560a3dd1e5631bdb326c9b346,A Comparative Study on Key Phrase Extraction Methods in Automatic Web Site Summarization,https://www.semanticscholar.org/paper/b62222ceaf242b0560a3dd1e5631bdb326c9b346,,http://web.cs.dal.ca/~yongzhen/publication/paper/JDIM2007.pdf,,Not Found
39d65d57-5ab0-4401-ae6d-ec780a2134c3,32448280ef3d03af2fb639bbe1b3709c4bb6c78a,Phrasier: a system for interactive document retrieval using keyphrases,https://www.semanticscholar.org/paper/32448280ef3d03af2fb639bbe1b3709c4bb6c78a,https://doi.org/10.1145/312624.312671,http://www.cs.waikato.ac.nz/~stevej/Research/PAPERS/sigir99.pdf,404,Not Found
2c3fcc7e-78cb-45e7-a3f3-2a3004154f7f,8dce0155d6213df30a19b09111d9038a60845543,Building enriched document representations using aggregated anchor text,https://www.semanticscholar.org/paper/8dce0155d6213df30a19b09111d9038a60845543,https://doi.org/10.1145/1571941.1571981,http://ciir.cs.umass.edu/~metzler/fp094-metzler.pdf;http://don-metzler.net/papers/fp094-metzler.pdf,404.0,Not Found
2c3fcc7e-78cb-45e7-a3f3-2a3004154f7f,8dce0155d6213df30a19b09111d9038a60845543,Building enriched document representations using aggregated anchor text,https://www.semanticscholar.org/paper/8dce0155d6213df30a19b09111d9038a60845543,https://doi.org/10.1145/1571941.1571981,http://ciir.cs.umass.edu/~metzler/fp094-metzler.pdf;http://don-metzler.net/papers/fp094-metzler.pdf,,Not Found
14319e81-b896-49d3-bc2b-ed6113412ad7,b62222ceaf242b0560a3dd1e5631bdb326c9b346,A Comparative Study on Key Phrase Extraction Methods in Automatic Web Site Summarization,https://www.semanticscholar.org/paper/b62222ceaf242b0560a3dd1e5631bdb326c9b346,,http://web.cs.dal.ca/~yongzhen/publication/paper/JDIM2007.pdf,,Not Found
67107590-9405-4733-bb4f-9a0e4cb74710,2e77aff5b567d6508830cd4751053bd1ca2b876b,Parallel crawlers,https://www.semanticscholar.org/paper/2e77aff5b567d6508830cd4751053bd1ca2b876b,https://doi.org/10.1145/511446.511464,http://oak.cs.ucla.edu/~cho/papers/cho-parallel.pdf;http://www2002.org/presentations/cho.pdf,,Not Found
67107590-9405-4733-bb4f-9a0e4cb74710,2e77aff5b567d6508830cd4751053bd1ca2b876b,Parallel crawlers,https://www.semanticscholar.org/paper/2e77aff5b567d6508830cd4751053bd1ca2b876b,https://doi.org/10.1145/511446.511464,http://oak.cs.ucla.edu/~cho/papers/cho-parallel.pdf;http://www2002.org/presentations/cho.pdf,,Not Found
d3c99f14-05df-4bff-b9b3-3a06f62352aa,f777c612b9ea1ab522f9f75c211549c547464caa,Evaluating topic-driven web crawlers,https://www.semanticscholar.org/paper/f777c612b9ea1ab522f9f75c211549c547464caa,https://doi.org/10.1145/383952.383995,http://dollar.biz.uiowa.edu/~gpant/Papers/sigir-01.pdf;http://www.n3labs.com/pdf/focusreview.pdf,404,Not Found
d3c99f14-05df-4bff-b9b3-3a06f62352aa,f777c612b9ea1ab522f9f75c211549c547464caa,Evaluating topic-driven web crawlers,https://www.semanticscholar.org/paper/f777c612b9ea1ab522f9f75c211549c547464caa,https://doi.org/10.1145/383952.383995,http://dollar.biz.uiowa.edu/~gpant/Papers/sigir-01.pdf;http://www.n3labs.com/pdf/focusreview.pdf,404,Not Found
39dd0c3f-d39e-4d66-8e52-89838c6c9cbb,08b75d31a90f206b36e806a7ec372f6f0d12457e,Keyphrase Extraction from Single Documents in the Open Domain Exploiting Linguistic and Statistical Methods,https://www.semanticscholar.org/paper/08b75d31a90f206b36e806a7ec372f6f0d12457e,,http://smile.deri.ie/sites/default/files/schutz-mappsc-2008-keyphrase-extraction_revised-2x1.pdf,,Not Found
2acb0e5b-d1c6-415b-a299-e81c317f06e1,32448280ef3d03af2fb639bbe1b3709c4bb6c78a,Phrasier: a system for interactive document retrieval using keyphrases,https://www.semanticscholar.org/paper/32448280ef3d03af2fb639bbe1b3709c4bb6c78a,https://doi.org/10.1145/312624.312671,http://www.cs.waikato.ac.nz/~stevej/Research/PAPERS/sigir99.pdf,404,Not Found
